Alpoyeca,692,1681.8512,597,834.0602,95,847.791
Apaxtla,1849,34043.4993,1524,10658.3374,325,23385.1619
Arcelia,3330,61447.3863,2630,17442.2515,700,44005.1348
Atenango del Rio,1225,25649.0907,928,7497.7992,297,18151.2915
Atlamajalcingo del Monte,1137,2593.8342,821,1251.5339,316,1342.3003
Atlixtac,6209,21082.6566,5991,17892.5816,218,3190.075
Atoyac de alvarez,8290,74206.7289,7635,65407.3753,655,8799.3536
Ayutla de los Libres,8024,48029.9023,7595,42564.1003,429,5465.802
Azoyu,2654,37200.2817,2425,27007.1895,229,10193.0922
Benito Juarez,2223,12742.4934,1694,8450.6451,529,4291.8483
Buenavista de Cuellar,1166,18138.2799,940,11363.7735,226,6774.5064
Coahuayutla de Jose Maria Izazaga,3145,204130.6008,2386,102953.8169,759,101176.7839
Cocula,2020,22803.9849,1640,11613.7835,380,11190.2014
Copala,1950,27326.1478,1510,14741.2519,440,12584.8959
Copalillo,1832,23542.8047,1555,7129.7629,277,16413.0418
Copanatoyac,3877,10397.0486,3435,8310.7632,442,2086.2854
Coyuca de Benitez,9308,80718.4187,7971,66450.4366,1337,14267.9821
Coyuca de Catalan,6635,108892.224,5588,61613.1374,1047,47279.0866
Cuajinicuilapa,3347,56918.5798,2647,37088.3139,700,19830.2659
Cualac,953,3791.404,926,3584.3594,27,207.0446
Cuautepec,2822,28268.9069,2534,25354.4789,288,2914.428
Cuetzala del Progreso,1696,25077.205,1368,4869.6337,328,20207.5713
Cutzamala de Pinzon,4259,92535.2845,3525,56518.9324,734,36016.3521
Chilapa de alvarez,16867,29778.2102,15386,24653.5621,1481,5124.6481
Chilpancingo de los Bravo,6224,87745.5289,5305,41568.2946,919,46177.2343
Florencio Villarreal,1982,19625.1431,1860,13269.3891,122,6355.754
General Canuto A. Neri,1633,16715.4406,1258,9731.8454,375,6983.5952
General Heliodoro Castillo,7162,68892.9341,6816,42716.8071,346,26176.127
Huamuxtitlan,1393,4659.6608,1105,2607.2733,288,2052.3875
Huitzuco de los Figueroa,3933,51457.5369,3259,32037.0677,674,19420.4692
Iguala de la Independencia,2821,17339.7455,1909,11782.1722,912,5557.5733
Igualapa,2050,18668.4434,1773,11428.7195,277,7239.7239
Ixcateopan de Cuauhtemoc,1088,9943.0382,939,2611.7791,149,7331.2591
Jose Azueta,3049,131691.7323,2539,95763.0578,510,35928.6745
Juan R. Escudero,2587,22941.825,1962,15323.5732,625,7618.2518
Leonardo Bravo,2985,18074.1325,2801,15154.8329,184,2919.2996
Malinaltepec,5565,15318.5672,5101,14425.2675,464,893.2997
Martir de Cuilapan,2828,15740.8616,2547,5744.5583,281,9996.3033
Metlatonoc,3422,35238.7254,2762,7977.4934,660,27261.232
Mochitlan,1787,14447.1198,1498,5944.0276,289,8503.0922
Olinala ,3082,64895.6747,2616,21982.33,466,42913.3447
Ometepec,6823,58102.267,6007,43585.3699,816,14516.8971
Pedro Ascencio Alquisiras,1637,22007.5369,1364,9092.104,273,12915.4329
Petatlan,4069,157075.6255,3174,106995.1409,895,50080.4846
Pilcaya,1528,11657.5279,1244,4849.4004,284,6808.1275
Pungarabato,1759,8401.9314,1093,5414.7815,666,2987.1499
Quechultenango,7304,45688.744,6344,29348.0222,960,16340.7218
San Luis Acatlan,7304,45509.9611,6629,36214.0031,675,9295.958
San Marcos,9470,97760.1237,7720,69994.6031,1750,27765.5206
San Miguel Totolapan,6434,36401.9919,6058,20786.2194,376,15615.7725
Taxco de Alarcon,6673,25823.4215,5901,13852.9396,772,11970.4819
Tecoanapa,8144,49778.9189,7033,36371.672,1111,13407.2469
